vessel,string,pot.size,mesh.size,bait,subsample.rate,species.code,sex,size,legal,pot,datein,timein,depthin,startlat,startlon,depthout,endlat,endlon,dateout,timeout
Erla-N,8,6x6,,halibut,12,923,2,131,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,2,923,1,111,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,2,923,1,141,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,2,923,1,130,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,2,923,1,122,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,2,923,1,117,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,2,923,1,112,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,2,923,1,123,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,2,923,1,123,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,2,923,1,112,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,6,923,1,165,1,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,6,923,1,157,1,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,6,923,1,160,1,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,6,923,1,167,1,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,6,923,1,172,1,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,6,923,1,180,1,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,6,923,1,137,1,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,6,923,1,147,1,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,6,923,1,149,1,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,6,923,1,165,2,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,6,923,1,145,2,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,3,923,1,155,2,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,3,923,1,144,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,3,923,1,143,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,3,923,1,100,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,3,923,1,133,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,1,923,1,137,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,8,6x6,,halibut,14,923,2,137,0,5,8/6/2015,22:00,229,52.3127,-172.0218,228,52.3205,-172.0403,8/19/2015,9:00
Erla-N,9,5x5,,halibut,2,923,1,181,1,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,2,923,1,167,1,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,2,923,1,159,1,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,2,923,1,140,1,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,174,1,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,150,1,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,144,1,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,166,1,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,152,1,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,135,0,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,137,0,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,95,923,2,144,0,1,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,132,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,125,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,136,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,131,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,126,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,146,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,131,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,142,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,129,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,132,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,121,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,2,923,1,126,1,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,2,923,1,124,0,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,2,923,1,129,0,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,132,0,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,89,923,2,134,0,2,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,8,923,1,167,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,8,923,1,159,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,8,923,1,178,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,8,923,1,166,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,3,923,1,155,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,3,923,1,171,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,3,923,1,162,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,3,923,1,167,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,3,923,1,149,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,3,923,1,157,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,3,923,1,187,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,3,923,1,171,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,142,0,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,146,1,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,135,0,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,137,0,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,141,0,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,135,0,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,124,0,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,139,0,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,29,923,2,142,0,3,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,5,923,1,148,1,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,5,923,1,173,1,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,5,923,1,171,1,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,5,923,1,159,1,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,5,923,1,159,1,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,3,923,1,138,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,133,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,133,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,122,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,121,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,128,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,132,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,130,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,124,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,133,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,125,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,127,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,116,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,130,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,115,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,121,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,135,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,37,923,2,135,0,4,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,9,923,1,180,1,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,9,923,1,169,1,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,9,923,1,158,1,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,9,923,1,176,1,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,5,923,1,171,1,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,134,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,141,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,131,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,139,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,130,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,134,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,137,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,132,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,135,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,5,923,1,145,1,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,132,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,122,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,131,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,119,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,1,923,1,106,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,9,5x5,,halibut,29,923,2,136,0,5,8/7/2015,11:00,215,52.2105,-172.1103,210,52.203,-172.1205,8/19/2015,12:00
Erla-N,10,5x5,,halibut,2,923,1,144,1,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,160,1,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,167,1,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,161,1,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,152,1,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,171,1,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,140,1,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,158,1,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,157,1,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,152,1,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,123,0,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,122,0,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,16,923,2,135,0,1,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,4,923,1,170,1,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,4,923,1,142,1,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,4,923,1,145,1,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,4,923,1,149,1,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,4,923,1,143,1,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,4,923,1,152,1,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,4,923,1,167,1,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,4,923,1,153,1,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,4,923,1,163,1,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,5,923,1,157,1,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,134,0,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,139,0,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,128,0,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,133,0,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,28,923,2,133,0,2,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,140,1,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,140,1,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,140,1,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,146,1,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,147,1,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,168,1,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,167,1,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,142,1,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,3,923,1,141,1,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,4,923,1,147,1,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,136,0,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,130,0,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,133,0,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,20,923,2,140,0,3,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,140,1,4,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,161,1,4,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,150,1,4,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,168,1,4,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,147,1,4,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,3,923,1,175,1,4,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,133,0,4,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,140,0,4,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,118,0,4,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,7,923,2,152,0,4,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,3,923,1,138,1,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,3,923,1,147,1,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,3,923,1,139,1,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,3,923,1,147,1,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,3,923,1,130,1,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,3,923,1,148,1,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,4,923,1,144,1,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,149,1,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,2,923,1,140,1,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,133,0,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
