vessel,string,pot.size,mesh.size,bait,subsample.rate,species.code,sex,size,legal,pot,datein,timein,depthin,startlat,startlon,depthout,endlat,endlon,dateout,timeout
Erla-N,10,5x5,,halibut,1,923,1,134,0,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,129,0,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,133,0,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,124,0,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,143,0,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,133,0,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,1,923,1,134,0,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,10,5x5,,halibut,19,923,2,141,0,5,8/6/2015,16:00,219,52.1538,-172.121,218,52.1506,-172.09,8/19/2015,15:00
Erla-N,11,5x5,,halibut,4,923,2,145,0,1,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,172,1,1,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,145,1,1,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,170,1,1,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,170,1,1,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,163,1,1,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,157,1,1,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,169,1,1,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,145,1,2,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,163,1,2,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,155,1,2,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,149,1,2,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,143,1,2,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,137,0,2,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,5,923,2,123,0,2,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,142,1,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,141,1,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,144,1,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,167,1,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,163,1,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,164,1,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,169,1,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,168,1,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,148,1,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,144,1,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,149,1,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,134,0,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,16,923,2,133,0,3,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,2,923,1,144,1,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,2,923,1,137,1,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,2,923,1,149,1,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,2,923,1,138,1,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,2,923,1,142,1,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,2,923,1,179,1,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,2,923,1,162,1,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,2,923,1,168,1,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,2,923,1,160,1,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,144,1,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,130,0,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,129,0,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,140,0,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,5,923,2,144,0,4,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,145,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,173,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,150,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,170,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,144,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,157,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,164,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,165,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,3,923,1,145,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,151,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,139,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,147,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,2,923,1,167,1,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,142,0,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,125,0,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,2,923,1,130,0,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,1,923,1,134,0,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,13,923,2,140,0,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,11,5x5,,halibut,13,923,2,138,0,5,8/6/2015,16:00,218,52.1506,-172.09,189,52.1441,-172.06,8/19/2015,16:00
Erla-N,12,5x5,,halibut,5,923,1,162,1,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,5,923,1,153,1,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,5,923,1,167,1,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,5,923,1,160,1,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,5,923,1,167,1,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,5,923,1,135,1,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,3,923,1,177,1,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,3,923,1,182,1,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,3,923,1,137,1,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,142,0,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,127,0,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,130,0,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,130,0,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,107,0,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,19,923,2,133,0,1,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,161,1,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,159,1,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,167,1,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,168,1,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,162,1,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,154,1,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,177,1,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,170,1,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,184,1,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,4,923,1,157,1,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,133,0,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,133,0,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,138,0,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,133,0,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,130,0,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,127,0,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,9,923,2,145,0,2,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,142,1,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,164,1,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,144,1,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,159,1,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,162,1,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,152,1,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,157,1,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,163,1,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,4,923,1,167,1,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,4,923,1,157,1,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,140,0,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,137,0,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,123,0,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,140,0,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,105,0,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,133,0,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,132,0,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,8,923,2,142,0,3,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,3,923,1,154,1,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,3,923,1,153,1,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,3,923,1,171,1,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,3,923,1,172,1,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,3,923,1,181,1,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,3,923,1,183,1,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,4,923,1,144,1,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,138,1,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,3,923,1,162,1,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,189,1,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,127,0,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,142,0,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,139,0,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,139,0,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,123,0,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,141,0,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,126,0,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,27,923,2,137,0,4,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,177,1,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,139,1,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,156,1,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,140,1,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,169,1,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,169,1,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,168,1,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,155,1,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,2,923,1,140,1,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,3,923,1,138,1,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,140,0,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,130,0,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,129,0,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,129,0,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,137,0,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,111,0,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,136,0,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,133,0,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,132,0,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,1,923,1,123,0,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,12,5x5,,halibut,27,923,2,139,0,5,8/6/2015,17:00,167,52.1503,-172.0214,159,52.1513,-172.0052,8/19/2015,18:00
Erla-N,13,5x5,,halibut,3,923,1,162,1,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,158,1,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,153,1,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,162,1,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,149,1,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,142,1,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,134,1,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,150,1,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,161,1,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,169,1,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,133,0,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,127,0,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,144,0,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,145,0,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,2,923,1,126,0,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,20,923,2,140,0,1,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,1,923,1,148,1,2,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,1,923,1,169,1,2,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,1,923,1,156,1,2,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,1,923,1,170,1,2,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,1,923,1,163,1,2,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,1,923,1,163,1,2,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,1,923,1,156,1,2,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
Erla-N,13,5x5,,halibut,1,923,1,128,0,2,8/7/2015,4:00,223,52.1908,-172.0042,227,52.183,-171.5931,8/19/2015,22:00
